time,leverL,nose,threshold,horizontal,vertical
1470698012.95,514,0,700,10,13.5
1470698012.96,514,0,700,10,13.5
1470698012.98,514,0,700,10,13.5
1470698013.0,514,0,700,10,13.5
1470698013.01,509,0,700,10,13.5
1470698013.03,514,0,700,10,13.5
1470698013.05,514,0,700,10,13.5
1470698013.06,515,0,700,10,13.5
1470698013.08,514,0,700,10,13.5
1470698013.1,514,0,700,10,13.5
1470698013.11,514,0,700,10,13.5
1470698013.13,514,0,700,10,13.5
1470698013.15,514,0,700,10,13.5
1470698013.16,514,0,700,10,13.5
1470698013.18,514,0,700,10,13.5
1470698013.2,514,0,700,10,13.5
1470698013.21,514,0,700,10,13.5
1470698013.23,515,0,700,10,13.5
1470698013.25,514,0,700,10,13.5
1470698013.26,514,0,700,10,13.5
1470698013.28,514,0,700,10,13.5
1470698013.29,514,0,700,10,13.5
1470698013.31,514,0,700,10,13.5
1470698013.33,514,0,700,10,13.5
1470698013.34,514,0,700,10,13.5
1470698013.36,514,0,700,10,13.5
1470698013.38,514,0,700,10,13.5
1470698013.39,514,0,700,10,13.5
1470698013.41,514,0,700,10,13.5
1470698013.43,512,0,700,10,13.5
1470698013.44,514,0,700,10,13.5
1470698013.46,514,0,700,10,13.5
1470698013.48,514,0,700,10,13.5
1470698013.49,514,0,700,10,13.5
1470698013.51,514,0,700,10,13.5
1470698013.53,514,0,700,10,13.5
1470698013.54,514,0,700,10,13.5
1470698013.56,514,0,700,10,13.5
1470698013.58,515,0,700,10,13.5
1470698013.59,514,0,700,10,13.5
1470698013.61,514,0,700,10,13.5
1470698013.63,514,0,700,10,13.5
1470698013.64,518,0,700,10,13.5
1470698013.66,514,0,700,10,13.5
1470698013.68,514,0,700,10,13.5
1470698013.69,514,0,700,10,13.5
1470698013.71,514,0,700,10,13.5
1470698013.73,514,0,700,10,13.5
1470698013.74,514,0,700,10,13.5
1470698013.76,514,0,700,10,13.5
1470698013.78,514,0,700,10,13.5
1470698013.79,514,0,700,10,13.5
