time,leverL,nose,threshold,horizontal,vertical
1470355344.57,505,1023,700,10,13.5
1470355344.59,504,1023,700,10,13.5
1470355344.6,504,1023,700,10,13.5
1470355344.62,504,1023,700,10,13.5
1470355344.64,505,1023,700,10,13.5
1470355344.65,504,1023,700,10,13.5
1470355344.67,504,1023,700,10,13.5
1470355344.69,504,1023,700,10,13.5
1470355344.7,504,1023,700,10,13.5
1470355344.72,498,1023,700,10,13.5
1470355344.74,504,1023,700,10,13.5
1470355344.75,504,1023,700,10,13.5
1470355344.77,504,1023,700,10,13.5
1470355344.79,504,1023,700,10,13.5
1470355344.8,504,1023,700,10,13.5
1470355344.82,504,1023,700,10,13.5
1470355344.84,504,1023,700,10,13.5
1470355344.85,504,1023,700,10,13.5
1470355344.87,504,1023,700,10,13.5
1470355344.89,504,1023,700,10,13.5
1470355344.9,504,1023,700,10,13.5
1470355344.92,505,1023,700,10,13.5
1470355344.94,503,1023,700,10,13.5
1470355344.95,504,1023,700,10,13.5
1470355344.97,504,1023,700,10,13.5
1470355344.99,504,1023,700,10,13.5
1470355345.0,504,1023,700,10,13.5
1470355345.02,504,1023,700,10,13.5
1470355345.04,504,1023,700,10,13.5
1470355345.05,504,1023,700,10,13.5
1470355345.07,504,1023,700,10,13.5
1470355345.08,504,1023,700,10,13.5
1470355345.1,504,1023,700,10,13.5
1470355345.12,504,1023,700,10,13.5
1470355345.13,504,1023,700,10,13.5
1470355345.15,506,1023,700,10,13.5
1470355345.17,504,1023,700,10,13.5
1470355345.18,504,1023,700,10,13.5
1470355345.2,504,1023,700,10,13.5
1470355345.22,504,1023,700,10,13.5
1470355345.23,504,1023,700,10,13.5
1470355345.25,504,1023,700,10,13.5
1470355345.27,504,1023,700,10,13.5
1470355345.28,504,1023,700,10,13.5
1470355345.3,504,1023,700,10,13.5
1470355345.32,504,1023,700,10,13.5
1470355345.33,504,1023,700,10,13.5
1470355345.35,500,1023,700,10,13.5
1470355345.37,504,1023,700,10,13.5
1470355345.38,504,1023,700,10,13.5
1470355345.4,504,1023,700,10,13.5
1470355345.42,504,1023,700,10,13.5
1470355345.43,504,1023,700,10,13.5
1470355345.45,504,1023,700,10,13.5
1470355345.47,504,1023,700,10,13.5
1470355345.48,504,1023,700,10,13.5
1470355345.5,504,1023,700,10,13.5
1470355345.52,504,1023,700,10,13.5
1470355345.53,504,1023,700,10,13.5
1470355345.55,504,1023,700,10,13.5
1470355345.57,506,1023,700,10,13.5
1470355345.59,504,1023,700,10,13.5
1470355345.6,504,1023,700,10,13.5
1470355345.62,504,1023,700,10,13.5
1470355345.64,507,1023,700,10,13.5
1470355345.65,503,1023,700,10,13.5
1470355345.67,504,1023,700,10,13.5
1470355345.69,504,1023,700,10,13.5
1470355345.7,504,1023,700,10,13.5
1470355345.72,504,1023,700,10,13.5
1470355345.74,504,1023,700,10,13.5
1470355345.75,504,1023,700,10,13.5
1470355345.77,504,1023,700,10,13.5
1470355345.79,504,1023,700,10,13.5
1470355345.8,504,1023,700,10,13.5
1470355345.82,504,1023,700,10,13.5
1470355345.84,504,1023,700,10,13.5
1470355345.85,504,1023,700,10,13.5
1470355345.87,504,1023,700,10,13.5
1470355345.89,504,1023,700,10,13.5
1470355345.9,504,1023,700,10,13.5
1470355345.92,504,1023,700,10,13.5
1470355345.94,504,1023,700,10,13.5
1470355345.95,504,1023,700,10,13.5
1470355345.97,504,1023,700,10,13.5
1470355345.99,504,1023,700,10,13.5
1470355346.0,504,1023,700,10,13.5
1470355346.02,504,1023,700,10,13.5
1470355346.04,504,1023,700,10,13.5
1470355346.05,508,1023,700,10,13.5
1470355346.07,501,1023,700,10,13.5
1470355346.09,504,1023,700,10,13.5
1470355346.1,504,1023,700,10,13.5
1470355346.12,504,1023,700,10,13.5
1470355346.14,504,1023,700,10,13.5
1470355346.15,504,1023,700,10,13.5
1470355346.17,504,1023,700,10,13.5
1470355346.18,504,1023,700,10,13.5
1470355346.2,504,1023,700,10,13.5
1470355346.22,504,1023,700,10,13.5
1470355346.23,505,1023,700,10,13.5
1470355346.25,504,1023,700,10,13.5
1470355346.27,502,1023,700,10,13.5
1470355346.28,504,1023,700,10,13.5
1470355346.3,504,1023,700,10,13.5
1470355346.32,504,1023,700,10,13.5
1470355346.33,504,1023,700,10,13.5
1470355346.35,504,1023,700,10,13.5
1470355346.37,504,1023,700,10,13.5
1470355346.38,504,1023,700,10,13.5
1470355346.4,505,1023,700,10,13.5
1470355346.42,504,1023,700,10,13.5
1470355346.43,504,1023,700,10,13.5
1470355346.45,504,1023,700,10,13.5
1470355346.47,504,1023,700,10,13.5
1470355346.48,504,1023,700,10,13.5
1470355346.5,503,1023,700,10,13.5
1470355346.52,504,1023,700,10,13.5
1470355346.53,504,1023,700,10,13.5
1470355346.55,504,1023,700,10,13.5
1470355346.57,504,1023,700,10,13.5
1470355346.58,504,1023,700,10,13.5
1470355346.6,504,1023,700,10,13.5
1470355346.62,504,1023,700,10,13.5
1470355346.63,504,1023,700,10,13.5
1470355346.65,504,1023,700,10,13.5
1470355346.67,504,1023,700,10,13.5
1470355346.68,504,1023,700,10,13.5
1470355346.7,499,1023,700,10,13.5
1470355346.72,504,1023,700,10,13.5
1470355346.73,504,1023,700,10,13.5
1470355346.75,504,1023,700,10,13.5
1470355346.77,504,1023,700,10,13.5
1470355346.78,504,1023,700,10,13.5
1470355346.8,504,1023,700,10,13.5
1470355346.81,504,1023,700,10,13.5
1470355346.83,504,1023,700,10,13.5
1470355346.85,504,1023,700,10,13.5
1470355346.86,505,1023,700,10,13.5
1470355346.88,504,1023,700,10,13.5
1470355346.9,503,1023,700,10,13.5
1470355346.91,504,1023,700,10,13.5
1470355346.93,504,1023,700,10,13.5
1470355346.95,504,1023,700,10,13.5
1470355346.96,504,1023,700,10,13.5
1470355346.98,504,1023,700,10,13.5
1470355347.0,504,1023,700,10,13.5
1470355347.01,505,1023,700,10,13.5
1470355347.03,504,1023,700,10,13.5
1470355347.05,504,1023,700,10,13.5
1470355347.06,504,1023,700,10,13.5
1470355347.08,504,1023,700,10,13.5
1470355347.1,504,1023,700,10,13.5
1470355347.11,505,1023,700,10,13.5
1470355347.13,504,1023,700,10,13.5
1470355347.15,504,1023,700,10,13.5
1470355347.16,504,1023,700,10,13.5
1470355347.18,504,1023,700,10,13.5
1470355347.2,504,1023,700,10,13.5
1470355347.21,504,1023,700,10,13.5
1470355347.23,504,1023,700,10,13.5
1470355347.25,504,1023,700,10,13.5
1470355347.26,504,1023,700,10,13.5
1470355347.28,504,1023,700,10,13.5
1470355347.3,505,1023,700,10,13.5
1470355347.31,504,1023,700,10,13.5
1470355347.33,506,1023,700,10,13.5
1470355347.35,504,1023,700,10,13.5
1470355347.36,504,1023,700,10,13.5
1470355347.38,504,1023,700,10,13.5
1470355347.4,504,1023,700,10,13.5
1470355347.41,504,1023,700,10,13.5
1470355347.43,504,1023,700,10,13.5
1470355347.45,504,1023,700,10,13.5
1470355347.46,504,1023,700,10,13.5
1470355347.48,504,1023,700,10,13.5
1470355347.49,504,1023,700,10,13.5
1470355347.51,504,1023,700,10,13.5
1470355347.53,501,1023,700,10,13.5
1470355347.54,504,1023,700,10,13.5
1470355347.56,504,1023,700,10,13.5
1470355347.58,504,1023,700,10,13.5
1470355347.59,504,1023,700,10,13.5
1470355347.61,504,1023,700,10,13.5
1470355347.63,504,1023,700,10,13.5
1470355347.64,504,1023,700,10,13.5
1470355347.66,504,1023,700,10,13.5
1470355347.68,504,1023,700,10,13.5
1470355347.69,504,1023,700,10,13.5
1470355347.71,504,1023,700,10,13.5
1470355347.72,502,1023,700,10,13.5
1470355347.74,504,1023,700,10,13.5
1470355347.76,504,1023,700,10,13.5
1470355347.77,504,1023,700,10,13.5
1470355347.79,504,1023,700,10,13.5
1470355347.81,504,1023,700,10,13.5
1470355347.82,504,1023,700,10,13.5
1470355347.84,504,1023,700,10,13.5
1470355347.86,504,1023,700,10,13.5
1470355347.87,504,1023,700,10,13.5
1470355347.89,504,1023,700,10,13.5
1470355347.91,507,1023,700,10,13.5
1470355347.92,504,1023,700,10,13.5
1470355347.94,504,1023,700,10,13.5
1470355347.95,504,1023,700,10,13.5
1470355347.97,504,1023,700,10,13.5
1470355347.99,504,1023,700,10,13.5
1470355348.0,504,1023,700,10,13.5
1470355348.02,504,1023,700,10,13.5
1470355348.04,504,1023,700,10,13.5
1470355348.05,504,1023,700,10,13.5
1470355348.07,504,1023,700,10,13.5
1470355348.09,506,1023,700,10,13.5
1470355348.1,504,1023,700,10,13.5
1470355348.12,504,1023,700,10,13.5
1470355348.13,504,1023,700,10,13.5
1470355348.15,504,1023,700,10,13.5
1470355348.17,504,1023,700,10,13.5
1470355348.18,504,1023,700,10,13.5
1470355348.2,504,1023,700,10,13.5
1470355348.22,504,1023,700,10,13.5
1470355348.23,504,1023,700,10,13.5
1470355348.25,504,1023,700,10,13.5
1470355348.27,503,1023,700,10,13.5
1470355348.28,506,1023,700,10,13.5
1470355348.3,504,1023,700,10,13.5
1470355348.32,504,1023,700,10,13.5
1470355348.33,504,1023,700,10,13.5
1470355348.35,504,1023,700,10,13.5
1470355348.36,504,1023,700,10,13.5
1470355348.38,504,1023,700,10,13.5
1470355348.4,504,1023,700,10,13.5
1470355348.41,504,1023,700,10,13.5
1470355348.43,504,1023,700,10,13.5
1470355348.45,504,1023,700,10,13.5
1470355348.46,501,1023,700,10,13.5
1470355348.48,504,1023,700,10,13.5
1470355348.5,504,1023,700,10,13.5
1470355348.51,503,1023,700,10,13.5
1470355348.53,504,1023,700,10,13.5
1470355348.54,504,1023,700,10,13.5
1470355348.56,504,1023,700,10,13.5
1470355348.58,504,1023,700,10,13.5
1470355348.59,504,1023,700,10,13.5
1470355348.61,504,1023,700,10,13.5
1470355348.63,504,1023,700,10,13.5
1470355348.64,506,1023,700,10,13.5
1470355348.66,504,1023,700,10,13.5
1470355348.68,504,1023,700,10,13.5
1470355348.69,504,1023,700,10,13.5
1470355348.71,504,1023,700,10,13.5
1470355348.73,504,1023,700,10,13.5
1470355348.74,504,1023,700,10,13.5
1470355348.76,504,1023,700,10,13.5
1470355348.77,504,1023,700,10,13.5
1470355348.79,504,1023,700,10,13.5
1470355348.81,504,1023,700,10,13.5
1470355348.82,504,1023,700,10,13.5
1470355348.84,508,1023,700,10,13.5
1470355348.86,504,1023,700,10,13.5
1470355348.87,504,1023,700,10,13.5
1470355348.89,504,1023,700,10,13.5
1470355348.91,504,1023,700,10,13.5
1470355348.92,504,1023,700,10,13.5
1470355348.94,504,1023,700,10,13.5
1470355348.96,504,1023,700,10,13.5
1470355348.97,504,1023,700,10,13.5
1470355348.99,504,1023,700,10,13.5
1470355349.0,504,1023,700,10,13.5
1470355349.02,505,1023,700,10,13.5
1470355349.04,504,1023,700,10,13.5
1470355349.05,504,1023,700,10,13.5
1470355349.07,504,1023,700,10,13.5
1470355349.09,504,1023,700,10,13.5
1470355349.1,504,1023,700,10,13.5
1470355349.12,504,1023,700,10,13.5
1470355349.14,504,1023,700,10,13.5
1470355349.15,504,1023,700,10,13.5
1470355349.17,504,1023,700,10,13.5
1470355349.19,504,1023,700,10,13.5
1470355349.2,504,1023,700,10,13.5
1470355349.22,507,1023,700,10,13.5
1470355349.24,504,1023,700,10,13.5
1470355349.25,504,1023,700,10,13.5
1470355349.27,504,1023,700,10,13.5
1470355349.28,504,1023,700,10,13.5
1470355349.3,504,1023,700,10,13.5
1470355349.32,504,1023,700,10,13.5
1470355349.33,504,1023,700,10,13.5
1470355349.35,504,1023,700,10,13.5
1470355349.37,504,1023,700,10,13.5
1470355349.38,504,1023,700,10,13.5
1470355349.4,502,1023,700,10,13.5
1470355349.42,508,1023,700,10,13.5
1470355349.43,504,1023,700,10,13.5
1470355349.45,504,1023,700,10,13.5
1470355349.47,504,1023,700,10,13.5
1470355349.48,504,1023,700,10,13.5
1470355349.5,504,1023,700,10,13.5
1470355349.51,504,1023,700,10,13.5
1470355349.53,504,1023,700,10,13.5
1470355349.55,504,1023,700,10,13.5
1470355349.56,504,1023,700,10,13.5
1470355349.58,504,1023,700,10,13.5
1470355349.6,504,1023,700,10,13.5
1470355349.61,504,1023,700,10,13.5
1470355349.63,504,1023,700,10,13.5
1470355349.65,504,1023,700,10,13.5
1470355349.66,504,1023,700,10,13.5
