time,leverL,nose,threshold,horizontal,vertical
1470346039.51,503,0,700,10,13.5
1470346039.53,503,0,700,10,13.5
1470346039.54,503,0,700,10,13.5
1470346039.56,503,0,700,10,13.5
1470346039.57,503,0,700,10,13.5
1470346039.59,503,0,700,10,13.5
1470346039.61,503,0,700,10,13.5
1470346039.62,503,0,700,10,13.5
1470346039.64,502,0,700,10,13.5
1470346039.66,503,0,700,10,13.5
1470346039.67,502,0,700,10,13.5
1470346039.69,503,0,700,10,13.5
1470346039.71,503,0,700,10,13.5
1470346039.72,503,0,700,10,13.5
1470346039.74,503,0,700,10,13.5
1470346039.76,502,0,700,10,13.5
1470346039.77,503,0,700,10,13.5
1470346039.79,503,0,700,10,13.5
1470346039.81,503,0,700,10,13.5
1470346039.82,503,0,700,10,13.5
1470346039.84,503,0,700,10,13.5
1470346039.86,503,0,700,10,13.5
1470346039.87,503,0,700,10,13.5
1470346039.89,500,0,700,10,13.5
1470346039.91,503,0,700,10,13.5
1470346039.92,503,0,700,10,13.5
1470346039.94,503,0,700,10,13.5
1470346039.96,503,0,700,10,13.5
1470346039.97,503,0,700,10,13.5
1470346039.99,503,0,700,10,13.5
1470346040.01,503,0,700,10,13.5
1470346040.02,503,0,700,10,13.5
1470346040.04,503,0,700,10,13.5
1470346040.06,503,0,700,10,13.5
1470346040.07,503,0,700,10,13.5
1470346040.09,503,0,700,10,13.5
1470346040.11,506,0,700,10,13.5
1470346040.12,503,0,700,10,13.5
1470346040.14,503,0,700,10,13.5
1470346040.16,503,0,700,10,13.5
1470346040.17,503,0,700,10,13.5
1470346040.19,503,0,700,10,13.5
1470346040.21,503,0,700,10,13.5
1470346040.22,503,0,700,10,13.5
1470346040.24,503,0,700,10,13.5
1470346040.26,503,0,700,10,13.5
1470346040.27,503,0,700,10,13.5
1470346040.29,503,0,700,10,13.5
1470346040.31,503,0,700,10,13.5
1470346040.32,502,0,700,10,13.5
1470346040.34,499,0,700,10,13.5
1470346040.36,503,0,700,10,13.5
