time,leverL,nose,threshold,horizontal,vertical
1470690409.83,0,0,600,10,13.5
1470690409.85,0,0,600,10,13.5
1470690409.86,0,0,600,10,13.5
1470690409.88,0,0,600,10,13.5
1470690409.9,0,0,600,10,13.5
1470690409.91,0,0,600,10,13.5
1470690409.93,0,0,600,10,13.5
1470690409.95,0,0,600,10,13.5
1470690409.96,0,0,600,10,13.5
1470690409.98,0,0,600,10,13.5
1470690410.0,0,0,600,10,13.5
1470690410.01,0,0,600,10,13.5
1470690410.03,0,0,600,10,13.5
1470690410.05,0,0,600,10,13.5
1470690410.06,0,0,600,10,13.5
1470690410.08,0,0,600,10,13.5
1470690410.1,0,0,600,10,13.5
1470690410.11,0,0,600,10,13.5
1470690410.13,0,0,600,10,13.5
1470690410.15,0,0,600,10,13.5
1470690410.16,0,0,600,10,13.5
1470690410.18,0,0,600,10,13.5
1470690410.2,0,0,600,10,13.5
1470690410.21,0,0,600,10,13.5
1470690410.23,0,0,600,10,13.5
1470690410.25,0,0,600,10,13.5
1470690410.26,0,0,600,10,13.5
1470690410.28,0,0,600,10,13.5
1470690410.3,0,0,600,10,13.5
1470690410.31,0,0,600,10,13.5
1470690410.33,0,0,600,10,13.5
1470690410.35,0,0,600,10,13.5
1470690410.36,0,0,600,10,13.5
1470690410.38,0,0,600,10,13.5
1470690410.39,0,0,600,10,13.5
1470690410.41,0,0,600,10,13.5
1470690410.43,0,0,600,10,13.5
1470690410.44,0,0,600,10,13.5
1470690410.46,0,0,600,10,13.5
1470690410.48,0,0,600,10,13.5
1470690410.49,0,0,600,10,13.5
1470690410.51,0,0,600,10,13.5
1470690410.53,0,0,600,10,13.5
1470690410.54,0,0,600,10,13.5
1470690410.56,0,0,600,10,13.5
1470690410.58,0,0,600,10,13.5
1470690410.6,0,0,600,10,13.5
1470690410.61,0,0,600,10,13.5
1470690410.63,0,0,600,10,13.5
1470690410.65,0,0,600,10,13.5
1470690410.66,0,0,600,10,13.5
1470690410.68,0,0,600,10,13.5
1470690410.69,0,0,600,10,13.5
1470690410.71,0,0,600,10,13.5
1470690410.73,0,0,600,10,13.5
1470690410.75,0,0,600,10,13.5
1470690410.76,0,0,600,10,13.5
1470690410.78,0,0,600,10,13.5
1470690410.79,0,0,600,10,13.5
1470690410.81,0,0,600,10,13.5
1470690410.83,0,0,600,10,13.5
1470690410.85,0,0,600,10,13.5
1470690410.86,0,0,600,10,13.5
1470690410.88,0,0,600,10,13.5
1470690410.9,0,0,600,10,13.5
1470690410.91,0,0,600,10,13.5
1470690410.93,0,0,600,10,13.5
1470690410.95,0,0,600,10,13.5
1470690410.96,0,0,600,10,13.5
1470690410.98,0,0,600,10,13.5
1470690411.0,0,0,600,10,13.5
1470690411.01,0,0,600,10,13.5
1470690411.03,0,0,600,10,13.5
1470690411.05,0,0,600,10,13.5
1470690411.06,0,0,600,10,13.5
1470690411.08,0,0,600,10,13.5
1470690411.1,0,0,600,10,13.5
1470690411.11,0,0,600,10,13.5
1470690411.13,0,0,600,10,13.5
1470690411.15,0,0,600,10,13.5
1470690411.16,0,0,600,10,13.5
1470690411.18,0,0,600,10,13.5
1470690411.2,0,0,600,10,13.5
1470690411.21,0,0,600,10,13.5
1470690411.23,0,0,600,10,13.5
1470690411.25,0,0,600,10,13.5
1470690411.26,0,0,600,10,13.5
1470690411.28,0,0,600,10,13.5
1470690411.29,0,0,600,10,13.5
1470690411.31,0,0,600,10,13.5
1470690411.33,0,0,600,10,13.5
1470690411.34,0,0,600,10,13.5
1470690411.36,0,0,600,10,13.5
1470690411.38,0,0,600,10,13.5
1470690411.39,0,0,600,10,13.5
1470690411.41,0,0,600,10,13.5
1470690411.43,0,0,600,10,13.5
1470690411.44,0,0,600,10,13.5
1470690411.46,0,0,600,10,13.5
1470690411.48,0,0,600,10,13.5
1470690411.49,0,0,600,10,13.5
1470690411.51,0,0,600,10,13.5
1470690411.53,0,0,600,10,13.5
1470690411.54,0,0,600,10,13.5
1470690411.56,0,0,600,10,13.5
1470690411.58,0,0,600,10,13.5
1470690411.59,0,0,600,10,13.5
1470690411.61,0,0,600,10,13.5
1470690411.63,0,0,600,10,13.5
1470690411.64,0,0,600,10,13.5
1470690411.66,0,0,600,10,13.5
1470690411.68,0,0,600,10,13.5
1470690411.69,0,0,600,10,13.5
1470690411.71,0,0,600,10,13.5
1470690411.73,0,0,600,10,13.5
1470690411.74,0,0,600,10,13.5
1470690411.76,0,0,600,10,13.5
1470690411.78,0,0,600,10,13.5
1470690411.79,0,0,600,10,13.5
1470690411.81,0,0,600,10,13.5
1470690411.83,0,0,600,10,13.5
1470690411.84,0,0,600,10,13.5
1470690411.86,0,0,600,10,13.5
1470690411.88,0,0,600,10,13.5
1470690411.9,0,0,600,10,13.5
1470690411.91,0,0,600,10,13.5
1470690411.93,0,0,600,10,13.5
1470690411.95,0,0,600,10,13.5
1470690411.96,0,0,600,10,13.5
1470690411.98,0,0,600,10,13.5
1470690412.0,0,0,600,10,13.5
1470690412.01,0,0,600,10,13.5
1470690412.03,0,0,600,10,13.5
1470690412.05,0,0,600,10,13.5
1470690412.06,0,0,600,10,13.5
1470690412.08,0,0,600,10,13.5
1470690412.1,0,0,600,10,13.5
1470690412.11,0,0,600,10,13.5
1470690412.13,0,0,600,10,13.5
1470690412.15,0,0,600,10,13.5
1470690412.16,0,0,600,10,13.5
1470690412.18,0,0,600,10,13.5
1470690412.2,0,0,600,10,13.5
1470690412.21,0,0,600,10,13.5
1470690412.23,0,0,600,10,13.5
1470690412.25,0,0,600,10,13.5
1470690412.26,0,0,600,10,13.5
1470690412.28,0,0,600,10,13.5
1470690412.3,0,0,600,10,13.5
1470690412.31,0,0,600,10,13.5
1470690412.33,0,0,600,10,13.5
1470690412.35,0,0,600,10,13.5
1470690412.36,0,0,600,10,13.5
1470690412.38,0,0,600,10,13.5
1470690412.4,0,0,600,10,13.5
1470690412.41,0,0,600,10,13.5
1470690412.43,0,0,600,10,13.5
1470690412.45,0,0,600,10,13.5
1470690412.46,0,0,600,10,13.5
1470690412.48,0,0,600,10,13.5
1470690412.5,0,0,600,10,13.5
1470690412.51,0,0,600,10,13.5
1470690412.53,0,0,600,10,13.5
1470690412.55,0,0,600,10,13.5
1470690412.56,0,0,600,10,13.5
1470690412.58,0,0,600,10,13.5
1470690412.59,0,0,600,10,13.5
1470690412.61,0,0,600,10,13.5
1470690412.63,0,0,600,10,13.5
1470690412.64,0,0,600,10,13.5
1470690412.66,0,0,600,10,13.5
1470690412.68,0,0,600,10,13.5
1470690412.69,0,0,600,10,13.5
1470690412.71,0,0,600,10,13.5
1470690412.73,0,0,600,10,13.5
1470690412.74,0,0,600,10,13.5
1470690412.76,0,0,600,10,13.5
1470690412.78,0,0,600,10,13.5
1470690412.79,0,0,600,10,13.5
1470690412.81,0,0,600,10,13.5
1470690412.83,0,0,600,10,13.5
1470690412.84,0,0,600,10,13.5
1470690412.86,0,0,600,10,13.5
1470690412.88,0,0,600,10,13.5
1470690412.89,0,0,600,10,13.5
1470690412.91,0,0,600,10,13.5
1470690412.93,0,0,600,10,13.5
1470690412.94,0,0,600,10,13.5
1470690412.96,0,0,600,10,13.5
1470690412.98,0,0,600,10,13.5
1470690412.99,0,0,600,10,13.5
1470690413.01,0,0,600,10,13.5
1470690413.03,0,0,600,10,13.5
1470690413.04,0,0,600,10,13.5
1470690413.06,0,0,600,10,13.5
1470690413.08,0,0,600,10,13.5
1470690413.09,0,0,600,10,13.5
1470690413.11,0,0,600,10,13.5
1470690413.13,0,0,600,10,13.5
1470690413.14,0,0,600,10,13.5
1470690413.16,0,0,600,10,13.5
1470690413.18,0,0,600,10,13.5
1470690413.19,0,0,600,10,13.5
1470690413.21,0,0,600,10,13.5
1470690413.23,0,0,600,10,13.5
1470690413.24,0,0,600,10,13.5
1470690413.26,0,0,600,10,13.5
1470690413.28,0,0,600,10,13.5
1470690413.29,0,0,600,10,13.5
1470690413.31,0,0,600,10,13.5
