time,leverL,nose,threshold,horizontal,vertical
1470271325.65,503,1023,600,10,13.5
1470271325.67,503,1023,600,10,13.5
1470271325.69,502,1023,600,10,13.5
1470271325.7,505,1023,600,10,13.5
1470271325.72,503,1023,600,10,13.5
1470271325.74,503,1023,600,10,13.5
1470271325.75,503,1023,600,10,13.5
1470271325.77,502,1023,600,10,13.5
1470271325.79,502,1023,600,10,13.5
1470271325.8,503,1023,600,10,13.5
1470271325.82,503,1023,600,10,13.5
1470271325.84,503,1023,600,10,13.5
1470271325.85,502,1023,600,10,13.5
1470271325.87,503,1023,600,10,13.5
1470271325.89,503,1023,600,10,13.5
1470271325.91,503,1023,600,10,13.5
1470271325.92,502,1023,600,10,13.5
1470271325.94,502,1023,600,10,13.5
1470271325.95,503,1023,600,10,13.5
1470271325.97,502,1023,600,10,13.5
1470271325.99,503,1023,600,10,13.5
1470271326.01,503,1023,600,10,13.5
1470271326.02,503,1023,600,10,13.5
1470271326.04,503,1023,600,10,13.5
1470271326.05,503,1023,600,10,13.5
1470271326.07,503,1023,600,10,13.5
1470271326.09,502,1023,600,10,13.5
1470271326.1,503,1023,600,10,13.5
1470271326.12,502,1023,600,10,13.5
1470271326.14,502,1023,600,10,13.5
1470271326.15,502,1023,600,10,13.5
1470271326.17,506,1023,600,10,13.5
1470271326.19,502,1023,600,10,13.5
1470271326.2,502,1023,600,10,13.5
1470271326.22,502,1023,600,10,13.5
1470271326.24,502,1023,600,10,13.5
1470271326.25,503,1023,600,10,13.5
1470271326.27,502,1023,600,10,13.5
1470271326.29,511,1023,600,10,13.5
1470271326.3,502,1023,600,10,13.5
1470271326.32,502,1023,600,10,13.5
1470271326.34,502,1023,600,10,13.5
1470271326.35,503,1023,600,10,13.5
1470271326.37,503,1023,600,10,13.5
1470271326.39,505,1023,600,10,13.5
1470271326.4,503,1023,600,10,13.5
1470271326.42,502,1023,600,10,13.5
1470271326.44,502,1023,600,10,13.5
1470271326.45,503,1023,600,10,13.5
1470271326.47,503,1023,600,10,13.5
1470271326.49,503,1023,600,10,13.5
1470271326.5,503,1023,600,10,13.5
1470271326.52,503,1023,600,10,13.5
1470271326.54,503,1023,600,10,13.5
1470271326.55,502,1023,600,10,13.5
1470271326.57,502,1023,600,10,13.5
1470271326.59,501,1023,600,10,13.5
1470271326.6,503,1023,600,10,13.5
1470271326.62,503,1023,600,10,13.5
1470271326.64,503,1023,600,10,13.5
1470271326.65,502,1023,600,10,13.5
1470271326.67,502,1023,600,10,13.5
1470271326.69,502,1023,600,10,13.5
1470271326.71,502,1023,600,10,13.5
1470271326.72,502,1023,600,10,13.5
1470271326.74,502,1023,600,10,13.5
1470271326.76,502,1023,600,10,13.5
1470271326.77,503,1023,600,10,13.5
1470271326.79,502,1023,600,10,13.5
1470271326.81,503,1023,600,10,13.5
1470271326.82,503,1023,600,10,13.5
1470271326.84,503,1023,600,10,13.5
1470271326.86,505,1023,600,10,13.5
1470271326.87,502,1023,600,10,13.5
1470271326.89,502,1023,600,10,13.5
1470271326.91,503,1023,600,10,13.5
1470271326.92,503,1023,600,10,13.5
1470271326.94,502,1023,600,10,13.5
1470271326.96,503,1023,600,10,13.5
1470271326.97,502,1023,600,10,13.5
1470271326.99,503,1023,600,10,13.5
1470271327.01,502,1023,600,10,13.5
1470271327.02,503,1023,600,10,13.5
1470271327.04,503,1023,600,10,13.5
1470271327.06,503,1023,600,10,13.5
1470271327.07,503,1023,600,10,13.5
1470271327.09,502,1023,600,10,13.5
1470271327.11,503,1023,600,10,13.5
1470271327.12,503,1023,600,10,13.5
1470271327.14,503,1023,600,10,13.5
1470271327.16,503,1023,600,10,13.5
1470271327.17,503,1023,600,10,13.5
1470271327.19,502,1023,600,10,13.5
1470271327.21,503,1023,600,10,13.5
1470271327.22,503,1023,600,10,13.5
1470271327.24,503,1023,600,10,13.5
1470271327.26,503,1023,600,10,13.5
1470271327.27,502,1023,600,10,13.5
1470271327.29,502,1023,600,10,13.5
1470271327.31,501,1023,600,10,13.5
1470271327.32,503,1023,600,10,13.5
1470271327.34,503,1023,600,10,13.5
1470271327.36,502,1023,600,10,13.5
1470271327.37,502,1023,600,10,13.5
