time,leverL,nose,threshold,horizontal,vertical
1470347034.81,801,0,600,10,13.5
1470347035.33,513,0,600,10,13.5
1470347035.35,514,0,600,10,13.5
1470347035.36,513,0,600,10,13.5
1470347035.38,514,0,600,10,13.5
1470347035.4,513,0,600,10,13.5
1470347035.41,514,0,600,10,13.5
1470347035.43,514,0,600,10,13.5
1470347035.45,514,0,600,10,13.5
1470347035.46,513,0,600,10,13.5
1470347035.48,514,0,600,10,13.5
1470347035.5,512,0,600,10,13.5
1470347035.51,514,0,600,10,13.5
1470347035.53,513,0,600,10,13.5
1470347035.55,514,0,600,10,13.5
1470347035.56,513,0,600,10,13.5
1470347035.58,513,0,600,10,13.5
1470347035.6,513,0,600,10,13.5
1470347035.61,513,0,600,10,13.5
1470347035.63,513,0,600,10,13.5
1470347035.65,513,0,600,10,13.5
1470347035.66,513,0,600,10,13.5
1470347035.68,513,0,600,10,13.5
1470347035.7,513,0,600,10,13.5
1470347035.71,514,0,600,10,13.5
1470347035.73,517,0,600,10,13.5
1470347035.75,513,0,600,10,13.5
1470347035.76,513,0,600,10,13.5
1470347035.78,513,0,600,10,13.5
1470347035.8,513,0,600,10,13.5
1470347035.81,513,0,600,10,13.5
1470347035.83,513,0,600,10,13.5
1470347035.85,513,0,600,10,13.5
1470347035.86,514,0,600,10,13.5
1470347035.88,513,0,600,10,13.5
1470347035.9,513,0,600,10,13.5
1470347035.91,513,0,600,10,13.5
1470347035.93,513,0,600,10,13.5
1470347035.95,507,0,600,10,13.5
1470347035.96,513,0,600,10,13.5
1470347035.98,513,0,600,10,13.5
1470347036.0,513,0,600,10,13.5
1470347036.01,513,0,600,10,13.5
1470347036.03,513,0,600,10,13.5
1470347036.05,513,0,600,10,13.5
1470347036.06,513,0,600,10,13.5
1470347036.08,513,0,600,10,13.5
1470347036.1,513,0,600,10,13.5
1470347036.11,513,0,600,10,13.5
1470347036.13,513,0,600,10,13.5
1470347036.15,513,0,600,10,13.5
1470347036.16,516,0,600,10,13.5
1470347036.18,513,0,600,10,13.5
1470347036.2,513,0,600,10,13.5
1470347036.21,513,0,600,10,13.5
1470347036.23,513,0,600,10,13.5
1470347036.25,514,0,600,10,13.5
1470347036.26,513,0,600,10,13.5
1470347036.28,513,0,600,10,13.5
1470347036.29,512,0,600,10,13.5
1470347036.31,513,0,600,10,13.5
1470347036.33,513,0,600,10,13.5
1470347036.35,513,0,600,10,13.5
1470347036.36,513,0,600,10,13.5
1470347036.38,513,0,600,10,13.5
1470347036.4,513,0,600,10,13.5
1470347036.41,513,0,600,10,13.5
1470347036.43,513,0,600,10,13.5
1470347036.45,513,0,600,10,13.5
1470347036.46,513,0,600,10,13.5
1470347036.48,513,0,600,10,13.5
1470347036.5,513,0,600,10,13.5
